Sample Name	Compound	Expected RT	Compound Type	Acquisition Order	Status	Filename	Area	Actual RT	Theoretical Amt	Sample Amt	m/z (Delta(ppm))	Response Ratio	ISTD Response	Excluded	%Diff	%RSD	%CV	Final Units	Flag Details
	GSSG M01	9.3	Target Compound	8	Processed	050417_T19-EFF_M1_02_98	1698436	9.12	N/A	N/A	0.167287	0	N/A	False	N/A	N/A	N/A		
	GSSG M01	9.3	Target Compound	9	Processed	050417_T19-EFF_M1_03_99	1838584	9.12	N/A	N/A	-0.031146	0	N/A	False	N/A	N/A	N/A		
	GSSG M01	9.3	Target Compound	10	Processed	050417_T19EFF_M1_01_100	1179754	9.15	N/A	N/A	-0.328796	0	N/A	False	N/A	N/A	N/A		
	GSSG M01	9.3	Target Compound	11	Processed	050417_T19EFF_M1_02_101	1197053	9.2	N/A	N/A	-0.22958	0	N/A	False	N/A	N/A	N/A		
	GSSG M01	9.3	Target Compound	12	Processed	050417_T19EFF_M1_03_102	1641927	9.27	N/A	N/A	-0.626447	0	N/A	False	N/A	N/A	N/A		
	GSSG M01	9.3	Target Compound	13	Processed	050417_T20-EFF_M2_01_103	1422678	9.34	N/A	N/A	-0.328796	0	N/A	False	N/A	N/A	N/A		
	GSSG M01	9.3	Target Compound	14	Processed	050417_T20-EFF_M2_02_104	1457520	9.31	N/A	N/A	-0.328796	0	N/A	False	N/A	N/A	N/A		
	GSSG M01	9.3	Target Compound	15	Processed	050417_T20-EFF_M2_03_105	1132420	9.3	N/A	N/A	-0.626447	0	N/A	False	N/A	N/A	N/A		
	GSSG M01	9.3	Target Compound	16	Processed	050417_T20EFF_M2_01_106	1165387	9.36	N/A	N/A	0.167287	0	N/A	False	N/A	N/A	N/A		
	GSSG M01	9.3	Target Compound	17	Processed	050417_T20EFF_M2_02_107	457032	9.34	N/A	N/A	-0.428013	0	N/A	False	N/A	N/A	N/A		
	GSSG M01	9.3	Target Compound	18	Processed	050417_T20EFF_M2_03_108	1144109	9.3	N/A	N/A	-0.626447	0	N/A	False	N/A	N/A	N/A		
	GSSG M01	9.3	Target Compound	19	Processed	050417_T22-EFF_M4_01_109	1754739	9.28	N/A	N/A	0.167287	0	N/A	False	N/A	N/A	N/A		
	GSSG M01	9.3	Target Compound	20	Processed	050417_T22-EFF_M4_02_110	1519806	9.15	N/A	N/A	-0.725663	0	N/A	False	N/A	N/A	N/A		
	GSSG M01	9.3	Target Compound	21	Processed	050417_T22-EFF_M4_03_111	1080879	9.07	N/A	N/A	-0.428013	0	N/A	False	N/A	N/A	N/A		
	GSSG M01	9.3	Target Compound	22	Processed	050417_T22EFF_M4_01_112	1137642	9.11	N/A	N/A	-1.320964	0	N/A	False	N/A	N/A	N/A		
	GSSG M01	9.3	Target Compound	23	Processed	050417_T22EFF_M4_02_113	1097654	9.11	N/A	N/A	-0.22958	0	N/A	False	N/A	N/A	N/A		
	GSSG M01	9.3	Target Compound	24	Processed	050417_T22EFF_M4_03_114	1063894	9.12	N/A	N/A	-0.22958	0	N/A	False	N/A	N/A	N/A		
	GSSG M01	9.3	Target Compound	25	Processed	050417_T24-EFF_M6_01_115	1410370	9.12	N/A	N/A	-0.428013	0	N/A	False	N/A	N/A	N/A		
	GSSG M01	9.3	Target Compound	26	Processed	050417_T24-EFF_M6_02_116	1972476	9.12	N/A	N/A	-0.130363	0	N/A	False	N/A	N/A	N/A		
	GSSG M01	9.3	Target Compound	27	Processed	050417_T24-EFF_M6_03_117	1227961	9.17	N/A	N/A	-0.428013	0	N/A	False	N/A	N/A	N/A		
	GSSG M01	9.3	Target Compound	28	Processed	050417_T24EFF_M6_01_118	881632	9.12	N/A	N/A	-0.82488	0	N/A	False	N/A	N/A	N/A		
	GSSG M01	9.3	Target Compound	29	Processed	050417_T24EFF_M6_02_119	895809	9.14	N/A	N/A	-0.82488	0	N/A	False	N/A	N/A	N/A		
	GSSG M01	9.3	Target Compound	30	Processed	050417_T24EFF_M6_03_120	1119217	9.1	N/A	N/A	-0.82488	0	N/A	False	N/A	N/A	N/A		
	GSSG M01	9.3	Target Compound	31	Processed	050417_calib_7_01	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M01	9.3	Target Compound	32	Processed	050417_calib_7_01-1	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M01	9.3	Target Compound	33	Processed	050417_calib_6_01	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M01	9.3	Target Compound	34	Processed	050417_calib_5_01	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M01	9.3	Target Compound	35	Processed	050417_calib_4_01	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M01	9.3	Target Compound	36	Processed	050417_calib_3_01	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M01	9.3	Target Compound	37	Processed	050417_calib_2_01	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M01	9.3	Target Compound	38	Processed	050417_calib_1_01	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M01	9.3	Target Compound	39	Processed	050417_calib_7_02	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M01	9.3	Target Compound	40	Processed	050417_calib_6_02	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M01	9.3	Target Compound	41	Processed	050417_calib_5_02	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M01	9.3	Target Compound	42	Processed	050417_calib_4_02	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M01	9.3	Target Compound	43	Processed	050417_calib_2_02	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M01	9.3	Target Compound	44	Processed	050417_calib_1_02	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M01	9.3	Target Compound	45	Processed	101716_13C15N_H20_01	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M01	9.3	Target Compound	46	Processed	101716_13C15N_H20_02	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M01	9.3	Target Compound	47	Processed	101716_13C15N_H20_03	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M01	9.3	Target Compound	48	Processed	101716_13C15N_H20_04	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M01	9.3	Target Compound	49	Processed	101716_13C15N_H20_05	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	1	Processed	050417_T18-EFF_M0_01_91	58971	9.39	N/A	N/A	-4.988831	0	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	2	Processed	050417_T18-EFF_M0_02_92	33536	9.4	N/A	N/A	-1.620955	0	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	3	Processed	050417_T18-EFF_M0_03_93	57536	9.37	N/A	N/A	-3.205838	0	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	4	Processed	050417_T18EFF_M0_01_94	55448	9.28	N/A	N/A	-3.998279	0	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	5	Processed	050417_T18EFF_M0_02_95	24548	9.27	N/A	N/A	-3.701114	0	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	6	Processed	050417_T18EFF_M0_03_96	6554	9.27	N/A	N/A	-4.592611	0	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	7	Processed	050417_T19-EFF_M1_01_97	218126	9.11	N/A	N/A	-2.116231	0	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	8	Processed	050417_T19-EFF_M1_02_98	247561	9.14	N/A	N/A	-1.5219	0	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	9	Processed	050417_T19-EFF_M1_03_99	230155	9.12	N/A	N/A	-1.026624	0	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	10	Processed	050417_T19EFF_M1_01_100	56378	9.23	N/A	N/A	-2.710562	0	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	11	Processed	050417_T19EFF_M1_02_101	85321	9.15	N/A	N/A	-2.908672	0	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	12	Processed	050417_T19EFF_M1_03_102	153411	9.31	N/A	N/A	-4.097335	0	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	13	Processed	050417_T20-EFF_M2_01_103	557844	9.33	N/A	N/A	-1.026624	0	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	14	Processed	050417_T20-EFF_M2_02_104	442068	9.3	N/A	N/A	-1.026624	0	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	15	Processed	050417_T20-EFF_M2_03_105	357331	9.3	N/A	N/A	-1.224734	0	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	16	Processed	050417_T20EFF_M2_01_106	246944	9.34	N/A	N/A	-0.828513	0	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	17	Processed	050417_T20EFF_M2_02_107	85978	9.31	N/A	N/A	-3.800169	0	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	18	Processed	050417_T20EFF_M2_03_108	227017	9.33	N/A	N/A	-1.422845	0	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	19	Processed	050417_T22-EFF_M4_01_109	1205770	9.28	N/A	N/A	-0.729458	0	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	20	Processed	050417_T22-EFF_M4_02_110	1136237	9.15	N/A	N/A	-1.323789	0	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	21	Processed	050417_T22-EFF_M4_03_111	793348	9.08	N/A	N/A	-0.927569	0	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	22	Processed	050417_T22EFF_M4_01_112	571654	9.1	N/A	N/A	-1.72001	0	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	23	Processed	050417_T22EFF_M4_02_113	581486	9.14	N/A	N/A	-0.432293	0	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	24	Processed	050417_T22EFF_M4_03_114	493031	9.14	N/A	N/A	-0.828513	0	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	25	Processed	050417_T24-EFF_M6_01_115	1675925	9.1	N/A	N/A	-0.927569	0	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	26	Processed	050417_T24-EFF_M6_02_116	2228146	9.11	N/A	N/A	-0.531348	0	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	27	Processed	050417_T24-EFF_M6_03_117	1506569	9.17	N/A	N/A	-0.927569	0	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	28	Processed	050417_T24EFF_M6_01_118	833302	9.12	N/A	N/A	-1.323789	0	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	29	Processed	050417_T24EFF_M6_02_119	811954	9.1	N/A	N/A	-1.224734	0	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	30	Processed	050417_T24EFF_M6_03_120	1041825	9.1	N/A	N/A	-1.323789	0	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	31	Processed	050417_calib_7_01	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	32	Processed	050417_calib_7_01-1	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	33	Processed	050417_calib_6_01	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	34	Processed	050417_calib_5_01	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	35	Processed	050417_calib_4_01	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	36	Processed	050417_calib_3_01	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	37	Processed	050417_calib_2_01	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	38	Processed	050417_calib_1_01	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	39	Processed	050417_calib_7_02	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	40	Processed	050417_calib_6_02	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	41	Processed	050417_calib_5_02	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	42	Processed	050417_calib_4_02	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	43	Processed	050417_calib_2_02	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	44	Processed	050417_calib_1_02	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	45	Processed	101716_13C15N_H20_01	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	46	Processed	101716_13C15N_H20_02	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	47	Processed	101716_13C15N_H20_03	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	48	Processed	101716_13C15N_H20_04	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M02	9.3	Target Compound	49	Processed	101716_13C15N_H20_05	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	1	Processed	050417_T18-EFF_M0_01_91	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	2	Processed	050417_T18-EFF_M0_02_92	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	3	Processed	050417_T18-EFF_M0_03_93	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	4	Processed	050417_T18EFF_M0_01_94	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	5	Processed	050417_T18EFF_M0_02_95	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	6	Processed	050417_T18EFF_M0_03_96	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	7	Processed	050417_T19-EFF_M1_01_97	15452	9.3	N/A	N/A	-1.491988	0	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	8	Processed	050417_T19-EFF_M1_02_98	21410	9.1	N/A	N/A	0.782577	0	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	9	Processed	050417_T19-EFF_M1_03_99	13508	9.15	N/A	N/A	-2.184248	0	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	10	Processed	050417_T19EFF_M1_01_100	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	11	Processed	050417_T19EFF_M1_02_101	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	12	Processed	050417_T19EFF_M1_03_102	12823	9.2	N/A	N/A	-2.48093	0	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	13	Processed	050417_T20-EFF_M2_01_103	136962	9.36	N/A	N/A	-1.096412	0	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	14	Processed	050417_T20-EFF_M2_02_104	94481	9.3	N/A	N/A	-0.206364	0	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	15	Processed	050417_T20-EFF_M2_03_105	82503	9.36	N/A	N/A	0.090318	0	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	16	Processed	050417_T20EFF_M2_01_106	57552	9.31	N/A	N/A	-0.503047	0	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	17	Processed	050417_T20EFF_M2_02_107	13776	9.31	N/A	N/A	0.683683	0	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	18	Processed	050417_T20EFF_M2_03_108	43310	9.36	N/A	N/A	-1.590883	0	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	19	Processed	050417_T22-EFF_M4_01_109	333985	9.3	N/A	N/A	-0.008576	0	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	20	Processed	050417_T22-EFF_M4_02_110	313895	9.15	N/A	N/A	-1.096412	0	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	21	Processed	050417_T22-EFF_M4_03_111	232681	9.12	N/A	N/A	-0.305259	0	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	22	Processed	050417_T22EFF_M4_01_112	158946	9.12	N/A	N/A	-1.887565	0	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	23	Processed	050417_T22EFF_M4_02_113	163693	9.15	N/A	N/A	-0.10747	0	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	24	Processed	050417_T22EFF_M4_03_114	148843	9.14	N/A	N/A	-0.206364	0	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	25	Processed	050417_T24-EFF_M6_01_115	558938	9.14	N/A	N/A	-0.10747	0	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	26	Processed	050417_T24-EFF_M6_02_116	742119	9.11	N/A	N/A	-0.206364	0	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	27	Processed	050417_T24-EFF_M6_03_117	498879	9.17	N/A	N/A	-0.601941	0	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	28	Processed	050417_T24EFF_M6_01_118	282451	9.11	N/A	N/A	-0.601941	0	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	29	Processed	050417_T24EFF_M6_02_119	264811	9.08	N/A	N/A	-0.799729	0	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	30	Processed	050417_T24EFF_M6_03_120	331028	9.11	N/A	N/A	-0.997518	0	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	31	Processed	050417_calib_7_01	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	32	Processed	050417_calib_7_01-1	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	33	Processed	050417_calib_6_01	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	34	Processed	050417_calib_5_01	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	35	Processed	050417_calib_4_01	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	36	Processed	050417_calib_3_01	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	37	Processed	050417_calib_2_01	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	38	Processed	050417_calib_1_01	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	39	Processed	050417_calib_7_02	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	40	Processed	050417_calib_6_02	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	41	Processed	050417_calib_5_02	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	42	Processed	050417_calib_4_02	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	43	Processed	050417_calib_2_02	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	44	Processed	050417_calib_1_02	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	45	Processed	101716_13C15N_H20_01	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	46	Processed	101716_13C15N_H20_02	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	47	Processed	101716_13C15N_H20_03	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	48	Processed	101716_13C15N_H20_04	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M03	9.3	Target Compound	49	Processed	101716_13C15N_H20_05	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M04	9.3	Target Compound	1	Processed	050417_T18-EFF_M0_01_91	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M04	9.3	Target Compound	2	Processed	050417_T18-EFF_M0_02_92	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M04	9.3	Target Compound	3	Processed	050417_T18-EFF_M0_03_93	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M04	9.3	Target Compound	4	Processed	050417_T18EFF_M0_01_94	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M04	9.3	Target Compound	5	Processed	050417_T18EFF_M0_02_95	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M04	9.3	Target Compound	6	Processed	050417_T18EFF_M0_03_96	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M04	9.3	Target Compound	7	Processed	050417_T19-EFF_M1_01_97	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M04	9.3	Target Compound	8	Processed	050417_T19-EFF_M1_02_98	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M04	9.3	Target Compound	9	Processed	050417_T19-EFF_M1_03_99	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M04	9.3	Target Compound	10	Processed	050417_T19EFF_M1_01_100	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M04	9.3	Target Compound	11	Processed	050417_T19EFF_M1_02_101	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M04	9.3	Target Compound	12	Processed	050417_T19EFF_M1_03_102	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M04	9.3	Target Compound	13	Processed	050417_T20-EFF_M2_01_103	31699	9.36	N/A	N/A	-2.284396	0	N/A	False	N/A	N/A	N/A		
	GSSG M04	9.3	Target Compound	14	Processed	050417_T20-EFF_M2_02_104	20486	9.31	N/A	N/A	-0.507191	0	N/A	False	N/A	N/A	N/A		
	GSSG M04	9.3	Target Compound	15	Processed	050417_T20-EFF_M2_03_105	15908	9.31	N/A	N/A	-2.975532	0	N/A	False	N/A	N/A	N/A		
	GSSG M04	9.3	Target Compound	16	Processed	050417_T20EFF_M2_01_106	7424	9.42	N/A	N/A	-0.605924	0	N/A	False	N/A	N/A	N/A		
	GSSG M04	9.3	Target Compound	17	Processed	050417_T20EFF_M2_02_107	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M04	9.3	Target Compound	18	Processed	050417_T20EFF_M2_03_108	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
	GSSG M04	9.3	Target Compound	19	Processed	050417_T22-EFF_M4_01_109	121797	9.26	N/A	N/A	0.480146	0	N/A	False	N/A	N/A	N/A		
	GSSG M04	9.3	Target Compound	20	Processed	050417_T22-EFF_M4_02_110	116692	9.11	N/A	N/A	-0.21099	0	N/A	False	N/A	N/A	N/A		
	GSSG M04	9.3	Target Compound	21	Processed	050417_T22-EFF_M4_03_111	82244	9.07	N/A	N/A	0.085211	0	N/A	False	N/A	N/A	N/A		
	GSSG M04	9.3	Target Compound	22	Processed	050417_T22EFF_M4_01_112	44099	9.1	N/A	N/A	-1.988195	0	N/A	False	N/A	N/A	N/A		
	GSSG M04	9.3	Target Compound	23	Processed	050417_T22EFF_M4_02_113	46932	9.15	N/A	N/A	-0.803392	0	N/A	False	N/A	N/A	N/A		
	GSSG M04	9.3	Target Compound	24	Processed	050417_T22EFF_M4_03_114	45909	9.15	N/A	N/A	-0.605924	0	N/A	False	N/A	N/A	N/A		
	GSSG M04	9.3	Target Compound	25	Processed	050417_T24-EFF_M6_01_115	278738	9.1	N/A	N/A	-0.605924	0	N/A	False	N/A	N/A	N/A		
	GSSG M04	9.3	Target Compound	26	Processed	050417_T24-EFF_M6_02_116	347463	9.12	N/A	N/A	-0.309723	0	N/A	False	N/A	N/A	N/A		
	GSSG M04	9.3	Target Compound	27	Processed	050417_T24-EFF_M6_03_117	278620	9.17	N/A	N/A	-0.902125	0	N/A	False	N/A	N/A	N/A		
	GSSG M04	9.3	Target Compound	28	Processed	050417_T24EFF_M6_01_118	126268	9.17	N/A	N/A	-0.902125	0	N/A	False	N/A	N/A	N/A		
	GSSG M04	9.3	Target Compound	29	Processed	050417_T24EFF_M6_02_119	111305	9.14	N/A	N/A	-0.902125	0	N/A	False	N/A	N/A	N/A		
	GSSG M04	9.3	Target Compound	30	Processed	050417_T24EFF_M6_03_120	155085	9.11	N/A	N/A	-1.099593	0	N/A	False	N/A	N/A	N/A		
	GSSG M04	9.3	Target Compound	31	Processed	050417_calib_7_01	N/F	N/F	N/A	N/F	N/F	N/F	N/A	False	N/A	N/A	N/A		
