sample	metabolite	isotopologue	area	area_corrected_IS	isotopologue_fraction	mean_enrichment
050417_T24-EFF_M6_03_117	Glutamine	3	9890.0	9890.0	0.007664111160475916	0.0319576487436515
050417_T24-EFF_M6_03_117	Glutamine	4	0.0	0.0	0.0	0.0319576487436515
050417_T24-EFF_M6_03_117	Glutamine	5	0.0	0.0	0.0	0.0319576487436515
050417_T24-EFF_M6_03_117	Glycine	0	6107828.0	6107828.0	1.0	0.0
050417_T24-EFF_M6_03_117	Glycine	1	76392.0	76392.0	0.0	0.0
050417_T24-EFF_M6_03_117	Glycine	2	16530.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Histidine	0	3882707.0	3882707.0	1.0	0.0
050417_T24-EFF_M6_03_117	Histidine	1	220531.0	220531.0	0.0	0.0
050417_T24-EFF_M6_03_117	Histidine	2	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Histidine	3	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Histidine	4	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Histidine	5	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Histidine	6	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Isoleucine	0	15664194.0	15664194.0	1.0	0.0
050417_T24-EFF_M6_03_117	Isoleucine	1	1003425.0	1003425.0	0.0	0.0
050417_T24-EFF_M6_03_117	Isoleucine	2	19144.0	19144.0	0.0	0.0
050417_T24-EFF_M6_03_117	Isoleucine	3	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Isoleucine	4	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Isoleucine	5	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Isoleucine	6	24971.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Leucine	0	16549786.0	16549786.0	1.0	0.0
050417_T24-EFF_M6_03_117	Leucine	1	1061504.0	1061504.0	0.0	0.0
050417_T24-EFF_M6_03_117	Leucine	2	18351.0	18351.0	0.0	0.0
050417_T24-EFF_M6_03_117	Leucine	3	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Leucine	4	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Leucine	5	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Leucine	6	42579.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Lysine	0	5104733.0	5104733.0	1.0	0.0
050417_T24-EFF_M6_03_117	Lysine	1	289669.0	289669.0	0.0	0.0
050417_T24-EFF_M6_03_117	Lysine	2	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Lysine	3	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Lysine	4	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Lysine	5	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Lysine	6	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Methionine	0	4801010.0	4801010.0	1.0	0.0
050417_T24-EFF_M6_03_117	Methionine	1	225933.0	225933.0	0.0	0.0
050417_T24-EFF_M6_03_117	Methionine	2	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Methionine	3	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Methionine	4	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Methionine	5	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Phenylalanine	0	10749809.0	10749809.0	1.0	0.0
050417_T24-EFF_M6_03_117	Phenylalanine	1	1026436.0	1026436.0	0.0	0.0
050417_T24-EFF_M6_03_117	Phenylalanine	2	32761.0	32761.0	0.0	0.0
050417_T24-EFF_M6_03_117	Phenylalanine	3	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Phenylalanine	4	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Phenylalanine	5	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Phenylalanine	6	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Phenylalanine	7	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Phenylalanine	8	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Phenylalanine	9	16190.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Proline	0	1385429.0	1385429.0	0.8982599349847589	0.045185307513633824
050417_T24-EFF_M6_03_117	Proline	1	89764.0	89764.0	0.007421072341227749	0.045185307513633824
050417_T24-EFF_M6_03_117	Proline	2	118067.0	118067.0	0.07469532147296902	0.045185307513633824
050417_T24-EFF_M6_03_117	Proline	3	19012.0	19012.0	0.009379862523174309	0.045185307513633824
050417_T24-EFF_M6_03_117	Proline	4	16221.0	16221.0	0.0102438086778701	0.045185307513633824
050417_T24-EFF_M6_03_117	Proline	5	13952.0	0.0	0.0	0.045185307513633824
050417_T24-EFF_M6_03_117	Serine	0	10598710.0	10598710.0	0.9991550189424666	0.0008449810575334159
050417_T24-EFF_M6_03_117	Serine	1	275268.0	275268.0	0.0	0.0008449810575334159
050417_T24-EFF_M6_03_117	Serine	2	5326.0	5326.0	0.0	0.0008449810575334159
050417_T24-EFF_M6_03_117	Serine	3	60096.0	9054.239999999998	0.0008449810575334159	0.0008449810575334159
050417_T24-EFF_M6_03_117	Threonine	0	21852410.0	21852410.0	1.0	0.0
050417_T24-EFF_M6_03_117	Threonine	1	887339.0	887339.0	0.0	0.0
050417_T24-EFF_M6_03_117	Threonine	2	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Threonine	3	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Threonine	4	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Tryptophan	0	3419251.0	3419251.0	1.0	0.0
050417_T24-EFF_M6_03_117	Tryptophan	1	372375.0	372375.0	0.0	0.0
050417_T24-EFF_M6_03_117	Tryptophan	2	6992.0	6992.0	0.0	0.0
050417_T24-EFF_M6_03_117	Tryptophan	3	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Tryptophan	4	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Tryptophan	5	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Tryptophan	6	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Tryptophan	7	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Tryptophan	8	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Tryptophan	9	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Tryptophan	10	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Tryptophan	11	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Tyrosine	0	6954053.0	6954053.0	1.0	0.0
050417_T24-EFF_M6_03_117	Tyrosine	1	475929.0	475929.0	0.0	0.0
050417_T24-EFF_M6_03_117	Tyrosine	2	13340.0	13340.0	0.0	0.0
050417_T24-EFF_M6_03_117	Tyrosine	3	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Tyrosine	4	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Tyrosine	5	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Tyrosine	6	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Tyrosine	7	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Tyrosine	8	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Tyrosine	9	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Valine	0	4983678.0	4983678.0	1.0	0.0
050417_T24-EFF_M6_03_117	Valine	1	227789.0	227789.0	0.0	0.0
050417_T24-EFF_M6_03_117	Valine	2	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Valine	3	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Valine	4	0.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	Valine	5	10452.0	0.0	0.0	0.0
050417_T24-EFF_M6_03_117	pyroglutamate	0	2361983.0		1.0	0.0
050417_T24EFF_M6_01_118	Alanine	0	1891223.0	1891223.0	0.9934308215783824	0.006569178421617659
050417_T24EFF_M6_01_118	Alanine	1	34695.0	34695.0	0.0	0.006569178421617659
050417_T24EFF_M6_01_118	Alanine	2	0.0	0.0	0.0	0.006569178421617659
050417_T24EFF_M6_01_118	Alanine	3	156248.0	12578.26999999999	0.006569178421617659	0.006569178421617659
050417_T24EFF_M6_01_118	Arginine	0	3688999.0	3688999.0	1.0	0.0
050417_T24EFF_M6_01_118	Arginine	1	209107.0	209107.0	0.0	0.0
050417_T24EFF_M6_01_118	Arginine	2	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Arginine	3	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Arginine	4	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Arginine	5	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Arginine	6	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Asparagine	0	45238.0	45238.0	1.0	0.0
050417_T24EFF_M6_01_118	Asparagine	1	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Asparagine	2	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Asparagine	3	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Asparagine	4	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Aspartate	0	1144905.0	1144905.0	0.8866524124601	0.06944475635668126
050417_T24EFF_M6_01_118	Aspartate	1	59423.0	59423.0	0.005241531818542883	0.06944475635668126
050417_T24EFF_M6_01_118	Aspartate	2	70303.0	70303.0	0.05178067355588905	0.06944475635668126
050417_T24EFF_M6_01_118	Aspartate	3	74499.0	74499.0	0.05632538216546803	0.06944475635668126
050417_T24EFF_M6_01_118	Aspartate	4	12980.0	0.0	0.0	0.06944475635668126
050417_T24EFF_M6_01_118	GSH	0	287033.0	287033.0	0.9310722413213245	0.013785551735735101
050417_T24EFF_M6_01_118	GSH	1	34350.0	34350.0	0.0	0.013785551735735101
050417_T24EFF_M6_01_118	GSH	2	27469.0	27469.0	0.06892775867867551	0.013785551735735101
050417_T24EFF_M6_01_118	GSH	3	0.0	0.0	0.0	0.013785551735735101
050417_T24EFF_M6_01_118	GSH	4	0.0	0.0	0.0	0.013785551735735101
050417_T24EFF_M6_01_118	GSH	5	0.0	0.0	0.0	0.013785551735735101
050417_T24EFF_M6_01_118	GSH	6	0.0	0.0	0.0	0.013785551735735101
050417_T24EFF_M6_01_118	GSH	7	0.0	0.0	0.0	0.013785551735735101
050417_T24EFF_M6_01_118	GSH	8	0.0	0.0	0.0	0.013785551735735101
050417_T24EFF_M6_01_118	GSH	9	0.0	0.0	0.0	0.013785551735735101
050417_T24EFF_M6_01_118	GSH	10	0.0	0.0	0.0	0.013785551735735101
050417_T24EFF_M6_01_118	GSSG	0	3445471.0	3445471.0	0.8832707067056135	0.01396103888231314
050417_T24EFF_M6_01_118	GSSG	1	881632.0	881632.0	0.0	0.01396103888231314
050417_T24EFF_M6_01_118	GSSG	2	833302.0	833302.0	0.08257640540537109	0.01396103888231314
050417_T24EFF_M6_01_118	GSSG	3	282451.0	282451.0	0.02363080096320342	0.01396103888231314
050417_T24EFF_M6_01_118	GSSG	4	126268.0	126268.0	0.009434870683149242	0.01396103888231314
050417_T24EFF_M6_01_118	GSSG	5	38289.0	38289.0	0.0010872162426626805	0.01396103888231314
050417_T24EFF_M6_01_118	GSSG	6	9945.0	9945.0	0.0	0.01396103888231314
050417_T24EFF_M6_01_118	GSSG	7	0.0	0.0	0.0	0.01396103888231314
050417_T24EFF_M6_01_118	GSSG	8	0.0	0.0	0.0	0.01396103888231314
050417_T24EFF_M6_01_118	GSSG	9	0.0	0.0	0.0	0.01396103888231314
050417_T24EFF_M6_01_118	GSSG	10	0.0	0.0	0.0	0.01396103888231314
050417_T24EFF_M6_01_118	GSSG	11	0.0	0.0	0.0	0.01396103888231314
050417_T24EFF_M6_01_118	GSSG	12	0.0	0.0	0.0	0.01396103888231314
050417_T24EFF_M6_01_118	GSSG	13	0.0	0.0	0.0	0.01396103888231314
050417_T24EFF_M6_01_118	GSSG	14	0.0	0.0	0.0	0.01396103888231314
050417_T24EFF_M6_01_118	GSSG	15	0.0	0.0	0.0	0.01396103888231314
050417_T24EFF_M6_01_118	GSSG	16	0.0	0.0	0.0	0.01396103888231314
050417_T24EFF_M6_01_118	GSSG	17	0.0	0.0	0.0	0.01396103888231314
050417_T24EFF_M6_01_118	GSSG	18	0.0	0.0	0.0	0.01396103888231314
050417_T24EFF_M6_01_118	GSSG	19	0.0	0.0	0.0	0.01396103888231314
050417_T24EFF_M6_01_118	GSSG	20	0.0	0.0	0.0	0.01396103888231314
050417_T24EFF_M6_01_118	Glutamate	0	6205893.0	6205893.0	0.803359804306169	0.08021747269480342
050417_T24EFF_M6_01_118	Glutamate	1	571164.0	571164.0	0.026351163968192003	0.08021747269480342
050417_T24EFF_M6_01_118	Glutamate	2	1133319.0	1133319.0	0.14368757386371686	0.08021747269480342
050417_T24EFF_M6_01_118	Glutamate	3	187968.0	187968.0	0.019044779669296907	0.08021747269480342
050417_T24EFF_M6_01_118	Glutamate	4	62430.0	62430.0	0.00755667819262517	0.08021747269480342
050417_T24EFF_M6_01_118	Glutamate	5	43927.0	0.0	0.0	0.08021747269480342
050417_T24EFF_M6_01_118	Glutamine	0	940367.0	940367.0	0.9751082470763398	0.009956701169464066
050417_T24EFF_M6_01_118	Glutamine	1	43869.0	43869.0	0.0	0.009956701169464066
050417_T24EFF_M6_01_118	Glutamine	2	25401.0	25401.0	0.024891752923660165	0.009956701169464066
050417_T24EFF_M6_01_118	Glutamine	3	0.0	0.0	0.0	0.009956701169464066
050417_T24EFF_M6_01_118	Glutamine	4	0.0	0.0	0.0	0.009956701169464066
050417_T24EFF_M6_01_118	Glutamine	5	0.0	0.0	0.0	0.009956701169464066
050417_T24EFF_M6_01_118	Glycine	0	6901280.0	6901280.0	1.0	0.0
050417_T24EFF_M6_01_118	Glycine	1	89755.0	89755.0	0.0	0.0
050417_T24EFF_M6_01_118	Glycine	2	9309.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Histidine	0	2293901.0	2293901.0	1.0	0.0
050417_T24EFF_M6_01_118	Histidine	1	120324.0	120324.0	0.0	0.0
050417_T24EFF_M6_01_118	Histidine	2	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Histidine	3	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Histidine	4	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Histidine	5	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Histidine	6	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Isoleucine	0	9756191.0	9756191.0	1.0	0.0
050417_T24EFF_M6_01_118	Isoleucine	1	596486.0	596486.0	0.0	0.0
050417_T24EFF_M6_01_118	Isoleucine	2	7468.0	7468.0	0.0	0.0
050417_T24EFF_M6_01_118	Isoleucine	3	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Isoleucine	4	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Isoleucine	5	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Isoleucine	6	24955.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Leucine	0	10076402.0	10076402.0	1.0	0.0
050417_T24EFF_M6_01_118	Leucine	1	613618.0	613618.0	0.0	0.0
050417_T24EFF_M6_01_118	Leucine	2	7365.0	7365.0	0.0	0.0
050417_T24EFF_M6_01_118	Leucine	3	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Leucine	4	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Leucine	5	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Leucine	6	48705.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Lysine	0	3478704.0	3478704.0	1.0	0.0
050417_T24EFF_M6_01_118	Lysine	1	187404.0	187404.0	0.0	0.0
050417_T24EFF_M6_01_118	Lysine	2	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Lysine	3	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Lysine	4	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Lysine	5	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Lysine	6	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Methionine	0	2325736.0	2325736.0	1.0	0.0
050417_T24EFF_M6_01_118	Methionine	1	103110.0	103110.0	0.0	0.0
050417_T24EFF_M6_01_118	Methionine	2	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Methionine	3	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Methionine	4	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Methionine	5	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Phenylalanine	0	6383591.0	6383591.0	1.0	0.0
050417_T24EFF_M6_01_118	Phenylalanine	1	607156.0	607156.0	0.0	0.0
050417_T24EFF_M6_01_118	Phenylalanine	2	19307.0	19307.0	0.0	0.0
050417_T24EFF_M6_01_118	Phenylalanine	3	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Phenylalanine	4	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Phenylalanine	5	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Phenylalanine	6	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Phenylalanine	7	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Phenylalanine	8	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Phenylalanine	9	21809.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Proline	0	975336.0	975336.0	0.9661595122861093	0.013536195085556294
050417_T24EFF_M6_01_118	Proline	1	50184.0	50184.0	0.0	0.013536195085556294
050417_T24EFF_M6_01_118	Proline	2	35525.0	35525.0	0.033840487713890734	0.013536195085556294
050417_T24EFF_M6_01_118	Proline	3	0.0	0.0	0.0	0.013536195085556294
050417_T24EFF_M6_01_118	Proline	4	0.0	0.0	0.0	0.013536195085556294
050417_T24EFF_M6_01_118	Proline	5	14127.0	0.0	0.0	0.013536195085556294
050417_T24EFF_M6_01_118	Serine	0	5630389.0	5630389.0	1.0	0.0
050417_T24EFF_M6_01_118	Serine	1	126074.0	126074.0	0.0	0.0
050417_T24EFF_M6_01_118	Serine	2	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Serine	3	29134.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Threonine	0	11705410.0	11705410.0	1.0	0.0
050417_T24EFF_M6_01_118	Threonine	1	445234.0	445234.0	0.0	0.0
050417_T24EFF_M6_01_118	Threonine	2	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Threonine	3	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Threonine	4	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Tryptophan	0	1828521.0	1828521.0	1.0	0.0
050417_T24EFF_M6_01_118	Tryptophan	1	200489.0	200489.0	0.0	0.0
050417_T24EFF_M6_01_118	Tryptophan	2	5141.0	5141.0	0.0	0.0
050417_T24EFF_M6_01_118	Tryptophan	3	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Tryptophan	4	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Tryptophan	5	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Tryptophan	6	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Tryptophan	7	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Tryptophan	8	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Tryptophan	9	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Tryptophan	10	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Tryptophan	11	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Tyrosine	0	4134255.0	4134255.0	1.0	0.0
050417_T24EFF_M6_01_118	Tyrosine	1	217365.0	217365.0	0.0	0.0
050417_T24EFF_M6_01_118	Tyrosine	2	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Tyrosine	3	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Tyrosine	4	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Tyrosine	5	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Tyrosine	6	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Tyrosine	7	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Tyrosine	8	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Tyrosine	9	0.0	0.0	0.0	0.0
050417_T24EFF_M6_01_118	Valine	0	0.0	0.0	0.0	0.2
050417_T24EFF_M6_01_118	Valine	1	42818.0	42818.0	1.0	0.2
050417_T24EFF_M6_01_118	Valine	2	0.0	0.0	0.0	0.2
050417_T24EFF_M6_01_118	Valine	3	0.0	0.0	0.0	0.2
050417_T24EFF_M6_01_118	Valine	4	0.0	0.0	0.0	0.2
050417_T24EFF_M6_01_118	Valine	5	7973.0	0.0	0.0	0.2
050417_T24EFF_M6_01_118	pyroglutamate	0	1105160.0		0.0	0.2
050417_T24EFF_M6_02_119	Alanine	0	1970127.0	1970127.0	0.9950853837869452	0.004914616213054846
050417_T24EFF_M6_02_119	Alanine	1	38543.0	38543.0	0.0	0.004914616213054846
050417_T24EFF_M6_02_119	Alanine	2	0.0	0.0	0.0	0.004914616213054846
050417_T24EFF_M6_02_119	Alanine	3	153768.0	9796.76999999999	0.004914616213054846	0.004914616213054846
050417_T24EFF_M6_02_119	Arginine	0	4572750.0	4572750.0	1.0	0.0
050417_T24EFF_M6_02_119	Arginine	1	262069.0	262069.0	0.0	0.0
050417_T24EFF_M6_02_119	Arginine	2	0.0	0.0	0.0	0.0
050417_T24EFF_M6_02_119	Arginine	3	0.0	0.0	0.0	0.0
050417_T24EFF_M6_02_119	Arginine	4	0.0	0.0	0.0	0.0
050417_T24EFF_M6_02_119	Arginine	5	0.0	0.0	0.0	0.0
050417_T24EFF_M6_02_119	Arginine	6	0.0	0.0	0.0	0.0
050417_T24EFF_M6_02_119	Asparagine	0	70433.0	70433.0	1.0	0.0
050417_T24EFF_M6_02_119	Asparagine	1	0.0	0.0	0.0	0.0
050417_T24EFF_M6_02_119	Asparagine	2	0.0	0.0	0.0	0.0
050417_T24EFF_M6_02_119	Asparagine	3	0.0	0.0	0.0	0.0
050417_T24EFF_M6_02_119	Asparagine	4	0.0	0.0	0.0	0.0
050417_T24EFF_M6_02_119	Aspartate	0	1295837.0	1295837.0	0.8878180961596981	0.06873641079510417
050417_T24EFF_M6_02_119	Aspartate	1	66261.0	66261.0	0.004553942626742168	0.06873641079510417
050417_T24EFF_M6_02_119	Aspartate	2	80422.0	80422.0	0.052492183087004846	0.06873641079510417
050417_T24EFF_M6_02_119	Aspartate	3	82493.0	82493.0	0.05513577812655495	0.06873641079510417
050417_T24EFF_M6_02_119	Aspartate	4	13889.0	0.0	0.0	0.06873641079510417
050417_T24EFF_M6_02_119	GSH	0	744715.0	744715.0	0.9272294920997086	0.015012645886454932
050417_T24EFF_M6_02_119	GSH	1	78353.0	78353.0	0.0	0.015012645886454932
050417_T24EFF_M6_02_119	GSH	2	70283.0	70283.0	0.06818506483632479	0.015012645886454932
050417_T24EFF_M6_02_119	GSH	3	11080.0	11080.0	0.004585443063966577	0.015012645886454932
050417_T24EFF_M6_02_119	GSH	4	0.0	0.0	0.0	0.015012645886454932
050417_T24EFF_M6_02_119	GSH	5	0.0	0.0	0.0	0.015012645886454932
050417_T24EFF_M6_02_119	GSH	6	0.0	0.0	0.0	0.015012645886454932
050417_T24EFF_M6_02_119	GSH	7	0.0	0.0	0.0	0.015012645886454932
050417_T24EFF_M6_02_119	GSH	8	0.0	0.0	0.0	0.015012645886454932
050417_T24EFF_M6_02_119	GSH	9	0.0	0.0	0.0	0.015012645886454932
050417_T24EFF_M6_02_119	GSH	10	0.0	0.0	0.0	0.015012645886454932
050417_T24EFF_M6_02_119	GSSG	0	3564252.0	3564252.0	0.8989735408148736	0.012097306491293206
050417_T24EFF_M6_02_119	GSSG	1	895809.0	895809.0	0.0	0.012097306491293206
050417_T24EFF_M6_02_119	GSSG	2	811954.0	811954.0	0.0717274147128778	0.012097306491293206
050417_T24EFF_M6_02_119	GSSG	3	264811.0	264811.0	0.02035407400169587	0.012097306491293206
050417_T24EFF_M6_02_119	GSSG	4	111305.0	111305.0	0.007295773957743232	0.012097306491293206
050417_T24EFF_M6_02_119	GSSG	5	36932.0	36932.0	0.0016491965128095979	0.012097306491293206
050417_T24EFF_M6_02_119	GSSG	6	5363.0	5363.0	0.0	0.012097306491293206
050417_T24EFF_M6_02_119	GSSG	7	0.0	0.0	0.0	0.012097306491293206
050417_T24EFF_M6_02_119	GSSG	8	0.0	0.0	0.0	0.012097306491293206
050417_T24EFF_M6_02_119	GSSG	9	0.0	0.0	0.0	0.012097306491293206
050417_T24EFF_M6_02_119	GSSG	10	0.0	0.0	0.0	0.012097306491293206
050417_T24EFF_M6_02_119	GSSG	11	0.0	0.0	0.0	0.012097306491293206
050417_T24EFF_M6_02_119	GSSG	12	0.0	0.0	0.0	0.012097306491293206
050417_T24EFF_M6_02_119	GSSG	13	0.0	0.0	0.0	0.012097306491293206
050417_T24EFF_M6_02_119	GSSG	14	0.0	0.0	0.0	0.012097306491293206
050417_T24EFF_M6_02_119	GSSG	15	0.0	0.0	0.0	0.012097306491293206
050417_T24EFF_M6_02_119	GSSG	16	0.0	0.0	0.0	0.012097306491293206
050417_T24EFF_M6_02_119	GSSG	17	0.0	0.0	0.0	0.012097306491293206
050417_T24EFF_M6_02_119	GSSG	18	0.0	0.0	0.0	0.012097306491293206
050417_T24EFF_M6_02_119	GSSG	19	0.0	0.0	0.0	0.012097306491293206
050417_T24EFF_M6_02_119	GSSG	20	0.0	0.0	0.0	0.012097306491293206
050417_T24EFF_M6_02_119	Glutamate	0	6594133.0	6594133.0	0.8061009910260749	0.0794502951613783
050417_T24EFF_M6_02_119	Glutamate	1	600489.0	600489.0	0.025718348870851764	0.0794502951613783
050417_T24EFF_M6_02_119	Glutamate	2	1179381.0	1179381.0	0.14118628704772057	0.0794502951613783
050417_T24EFF_M6_02_119	Glutamate	3	196688.0	196688.0	0.018816939380812015	0.0794502951613783
050417_T24EFF_M6_02_119	Glutamate	4	71153.0	71153.0	0.00817743367454064	0.0794502951613783
050417_T24EFF_M6_02_119	Glutamate	5	42184.0	0.0	0.0	0.0794502951613783
050417_T24EFF_M6_02_119	Glutamine	0	656186.0	656186.0	0.9649456543929936	0.014021738242802551
050417_T24EFF_M6_02_119	Glutamine	1	30768.0	30768.0	0.0	0.014021738242802551
050417_T24EFF_M6_02_119	Glutamine	2	24831.0	24831.0	0.035054345607006376	0.014021738242802551
050417_T24EFF_M6_02_119	Glutamine	3	0.0	0.0	0.0	0.014021738242802551
050417_T24EFF_M6_02_119	Glutamine	4	0.0	0.0	0.0	0.014021738242802551
050417_T24EFF_M6_02_119	Glutamine	5	0.0	0.0	0.0	0.014021738242802551
050417_T24EFF_M6_02_119	Glycine	0	4289567.0	4289567.0	1.0	0.0
050417_T24EFF_M6_02_119	Glycine	1	50468.0	50468.0	0.0	0.0
050417_T24EFF_M6_02_119	Glycine	2	8699.0	0.0	0.0	0.0
050417_T24EFF_M6_02_119	Histidine	0	2702460.0	2702460.0	1.0	0.0
